Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,544.9199829101562,547.7999877929688,537.9000244140625,540.3300170898438,533.7255859375,615200
2023-01-04,535.8699951171875,540.3499755859375,522.3699951171875,526.4500122070312,520.0151977539062,939800
2023-01-05,526.530029296875,533.7100219726562,522.9400024414062,528.52001953125,522.0599365234375,766600
2023-01-06,529.8099975585938,540.8499755859375,505.04998779296875,521.4199829101562,515.046630859375,1084600
2023-01-09,518.030029296875,518.030029296875,488.1199951171875,495.4100036621094,489.3545837402344,1853000
2023-01-10,496.9700012207031,502.30999755859375,490.95001220703125,495.7900085449219,489.7299499511719,902200
2023-01-11,496.20001220703125,499.3599853515625,489.489990234375,492.92999267578125,486.9049072265625,944000
2023-01-12,491.7099914550781,494.0,485.8900146484375,487.9800109863281,482.01544189453125,1097800
2023-01-13,474.3999938964844,474.3999938964844,454.7900085449219,461.42999267578125,455.7899169921875,2608900
2023-01-17,463.3399963378906,465.2300109863281,453.7300109863281,455.57000732421875,450.0015563964844,1934700
2023-01-18,453.7300109863281,454.0799865722656,445.510009765625,446.05999755859375,440.6077880859375,1927400
2023-01-19,448.1499938964844,453.010009765625,442.2099914550781,442.30999755859375,436.90362548828125,1376600
2023-01-20,445.989990234375,452.29998779296875,440.0899963378906,450.760009765625,445.2503662109375,2130900
2023-01-23,451.9700012207031,454.4800109863281,448.3299865722656,450.8699951171875,445.3589782714844,1054900
2023-01-24,452.2099914550781,462.989990234375,448.0,459.30999755859375,453.69586181640625,1119100
2023-01-25,457.7900085449219,466.0,457.6700134277344,463.2900085449219,457.6271667480469,1141700
2023-01-26,458.0,473.20001220703125,438.989990234375,443.4700012207031,438.0494384765625,3119200
2023-01-27,433.17999267578125,443.989990234375,430.94000244140625,437.6499938964844,432.30059814453125,2143600
2023-01-30,445.010009765625,448.6499938964844,436.489990234375,439.2799987792969,433.9106750488281,1531200
2023-01-31,441.4200134277344,448.07000732421875,435.6300048828125,448.0400085449219,442.5635986328125,1320500
2023-02-01,445.45001220703125,449.0199890136719,442.1199951171875,442.5899963378906,437.1802062988281,901300
2023-02-02,439.44000244140625,444.67999267578125,436.0,440.8599853515625,435.4713134765625,1236700
2023-02-03,451.0,454.4599914550781,440.0199890136719,440.6400146484375,435.2540588378906,1388300
2023-02-06,443.07000732421875,453.739990234375,442.9700012207031,448.9599914550781,443.4723205566406,1321300
2023-02-07,448.0,454.1300048828125,443.489990234375,452.1499938964844,446.62335205078125,1098500
2023-02-08,451.0,456.8900146484375,450.3500061035156,456.05999755859375,450.4855651855469,961400
2023-02-09,455.80999755859375,461.9200134277344,452.3999938964844,453.8500061035156,448.3025817871094,951700
2023-02-10,457.1199951171875,464.3299865722656,456.42999267578125,463.8599853515625,458.190185546875,967900
2023-02-13,467.80999755859375,470.989990234375,458.989990234375,464.2799987792969,458.6051025390625,922200
2023-02-14,467.8800048828125,470.9200134277344,465.8699951171875,467.510009765625,461.7956237792969,1252900
2023-02-15,465.9200134277344,468.0899963378906,458.92999267578125,460.94000244140625,455.305908203125,828100
2023-02-16,458.2099914550781,468.5299987792969,456.3699951171875,465.3500061035156,459.6620178222656,968200
2023-02-17,465.44000244140625,470.6700134277344,462.7799987792969,470.6300048828125,464.8774719238281,830100
2023-02-21,474.7799987792969,479.1499938964844,468.57000732421875,473.95001220703125,468.1568908691406,1272800
2023-02-22,473.9599914550781,481.5,473.95001220703125,478.7300109863281,472.8784484863281,1289100
