Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,32.540000915527344,32.869998931884766,32.150001525878906,32.630001068115234,31.14751434326172,1049500
2023-01-04,32.939998626708984,33.77000045776367,32.849998474121094,33.59000015258789,32.063899993896484,795300
2023-01-05,33.290000915527344,33.630001068115234,32.959999084472656,33.470001220703125,31.94934844970703,792700
2023-01-06,33.72999954223633,34.0,33.560001373291016,33.81999969482422,32.283443450927734,807800
2023-01-09,33.90999984741211,34.41999816894531,33.61000061035156,33.9900016784668,32.44572830200195,934400
2023-01-10,34.0,34.400001525878906,33.81999969482422,34.349998474121094,32.78936767578125,586000
2023-01-11,34.470001220703125,35.13999938964844,34.45000076293945,35.119998931884766,33.52437973022461,1009600
2023-01-12,35.33000183105469,35.5099983215332,34.9900016784668,35.4900016784668,33.8775749206543,668900
2023-01-13,35.16999816894531,35.560001373291016,35.16999816894531,35.349998474121094,33.74393081665039,788200
2023-01-17,35.18000030517578,35.31999969482422,34.689998626708984,34.880001068115234,33.295291900634766,901700
2023-01-18,35.0,35.310001373291016,34.130001068115234,34.150001525878906,32.59845733642578,843600
2023-01-19,34.0,34.18000030517578,33.349998474121094,33.459999084472656,31.939802169799805,622000
2023-01-20,33.47999954223633,34.029998779296875,33.2599983215332,34.029998779296875,32.48390579223633,863500
2023-01-23,34.11000061035156,34.939998626708984,33.97999954223633,34.900001525878906,33.31438064575195,716900
2023-01-24,34.900001525878906,35.0,34.439998626708984,34.61000061035156,33.03755569458008,796400
2023-01-25,34.13999938964844,35.0,34.040000915527344,34.9900016784668,33.400291442871094,858700
2023-01-26,35.0,35.380001068115234,34.790000915527344,35.31999969482422,33.71529769897461,676500
2023-01-27,35.189998626708984,35.900001525878906,35.0,35.720001220703125,34.09712600708008,557800
2023-01-30,35.470001220703125,35.88999938964844,35.400001525878906,35.40999984741211,33.80120849609375,787700
2023-01-31,35.65999984741211,36.7599983215332,35.45000076293945,36.560001373291016,34.89896011352539,2891700
2023-02-01,36.529998779296875,37.61000061035156,36.439998626708984,37.43000030517578,35.729434967041016,993800
2023-02-02,37.650001525878906,38.54999923706055,37.56999969482422,38.040000915527344,36.31172180175781,940400
2023-02-03,37.65999984741211,37.880001068115234,37.130001068115234,37.22999954223633,35.53852081298828,967400
2023-02-06,36.900001525878906,36.95000076293945,35.91999816894531,35.970001220703125,34.33576583862305,1061700
2023-02-07,34.189998626708984,35.22999954223633,33.97999954223633,34.810001373291016,33.22846984863281,1777300
2023-02-08,34.31999969482422,34.83000183105469,34.04999923706055,34.599998474121094,33.02800750732422,1243800
2023-02-09,34.90999984741211,35.150001525878906,33.7400016784668,33.97999954223633,32.436180114746094,1544400
2023-02-10,33.93000030517578,34.18000030517578,33.779998779296875,33.880001068115234,32.340721130371094,571500
2023-02-13,33.900001525878906,34.52000045776367,33.77000045776367,34.4900016784668,32.92300796508789,761500
2023-02-14,34.400001525878906,34.63999938964844,34.060001373291016,34.380001068115234,32.8180046081543,591600
2023-02-15,34.13999938964844,34.7400016784668,33.9900016784668,34.61000061035156,33.03755569458008,705400
2023-02-16,34.08000183105469,35.099998474121094,34.02000045776367,34.75,33.17119598388672,740500
2023-02-17,34.54999923706055,34.72999954223633,34.22999954223633,34.619998931884766,33.04710006713867,654600
2023-02-21,34.029998779296875,34.290000915527344,33.4900016784668,33.529998779296875,32.006622314453125,909600
2023-02-22,33.7599983215332,34.36000061035156,33.63999938964844,34.02000045776367,32.474361419677734,909500
2023-02-23,34.290000915527344,34.70000076293945,34.22999954223633,34.619998931884766,33.04710006713867,734000
2023-02-24,34.20000076293945,34.470001220703125,33.84000015258789,34.34000015258789,32.779823303222656,656400
2023-02-27,34.61000061035156,34.939998626708984,34.36000061035156,34.5,32.932552337646484,844800
2023-02-28,34.43000030517578,34.900001525878906,34.290000915527344,34.4900016784668,32.92300796508789,1380300
2023-03-01,34.369998931884766,34.58000183105469,34.16999816894531,34.400001525878906,32.837093353271484,739100
2023-03-02,34.119998931884766,34.439998626708984,33.939998626708984,34.41999816894531,32.85618591308594,654600
2023-03-03,34.650001525878906,34.810001373291016,34.400001525878906,34.7599983215332,33.18073654174805,699800
2023-03-06,34.75,34.790000915527344,33.459999084472656,33.65999984741211,32.130714416503906,1298600
2023-03-07,33.70000076293945,33.810001373291016,33.15999984741211,33.18000030517578,31.67252540588379,667500
2023-03-08,33.130001068115234,33.459999084472656,32.95000076293945,33.220001220703125,31.710708618164062,728900
2023-03-09,33.20000076293945,33.36000061035156,32.439998626708984,32.45000076293945,30.975690841674805,825600
2023-03-10,32.36000061035156,32.36000061035156,31.56999969482422,31.780000686645508,30.336132049560547,1019000
2023-03-13,31.399999618530273,31.850000381469727,31.06999969482422,31.3700008392334,29.944759368896484,990400
2023-03-14,31.6299991607666,31.700000762939453,30.639999389648438,31.079999923706055,30.089981079101562,1561400
2023-03-15,30.5,31.0,30.270000457763672,30.790000915527344,29.809219360351562,1341200
