Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,16.280000686645508,16.350000381469727,15.739999771118164,15.760000228881836,15.214844703674316,5510600
2023-01-04,16.0,16.719999313354492,15.779999732971191,16.6200008392334,16.04509735107422,4796700
2023-01-05,16.010000228881836,16.68000030517578,15.84000015258789,16.6200008392334,16.04509735107422,4843100
2023-01-06,16.790000915527344,17.229999542236328,16.760000228881836,16.780000686645508,16.199562072753906,5393100
2023-01-09,16.479999542236328,16.639999389648438,15.829999923706055,16.510000228881836,15.9389009475708,5687000
2023-01-10,16.6299991607666,16.850000381469727,16.299999237060547,16.81999969482422,16.238176345825195,4387400
2023-01-11,16.979999542236328,17.530000686645508,16.93000030517578,17.350000381469727,16.749845504760742,4085200
2023-01-12,17.440000534057617,17.670000076293945,17.18000030517578,17.520000457763672,16.913963317871094,3774300
2023-01-13,17.280000686645508,17.8799991607666,17.200000762939453,17.739999771118164,17.126352310180664,3010000
2023-01-17,17.649999618530273,17.829999923706055,17.520000457763672,17.770000457763672,17.155317306518555,2593000
2023-01-18,17.809999465942383,18.350000381469727,17.540000915527344,17.579999923706055,16.971887588500977,4630400
2023-01-19,17.31999969482422,17.5,16.950000762939453,17.450000762939453,16.846385955810547,4949100
2023-01-20,16.450000762939453,17.739999771118164,16.389999389648438,17.469999313354492,16.865690231323242,13927800
2023-01-23,17.579999923706055,19.09000015258789,17.479999542236328,18.729999542236328,18.082107543945312,8756700
2023-01-24,18.56999969482422,18.780000686645508,18.209999084472656,18.299999237060547,17.666982650756836,5503600
2023-01-25,18.139999389648438,18.459999084472656,17.559999465942383,18.43000030517578,17.79248809814453,5967400
2023-01-26,18.65999984741211,18.829999923706055,18.040000915527344,18.43000030517578,17.79248809814453,4737700
2023-01-27,18.399999618530273,18.520000457763672,18.149999618530273,18.420000076293945,17.782833099365234,5397900
2023-01-30,18.190000534057617,19.110000610351562,18.15999984741211,18.780000686645508,18.130380630493164,5996000
2023-01-31,18.93000030517578,19.56999969482422,18.8799991607666,19.540000915527344,18.864089965820312,5501700
2023-02-01,19.31999969482422,20.260000228881836,18.239999771118164,19.969999313354492,19.27921485900879,7067500
2023-02-02,20.350000381469727,21.420000076293945,20.15999984741211,21.139999389648438,20.40874481201172,7435100
2023-02-03,27.06999969482422,27.149999618530273,24.860000610351562,26.3799991607666,25.467485427856445,40782800
2023-02-06,25.75,26.209999084472656,23.059999465942383,24.18000030517578,23.343585968017578,16657900
2023-02-07,23.959999084472656,24.31999969482422,22.790000915527344,23.940000534057617,23.111888885498047,7613200
2023-02-08,23.8700008392334,23.8700008392334,22.31999969482422,22.65999984741211,21.876163482666016,6363800
2023-02-09,22.8799991607666,23.15999984741211,22.110000610351562,22.34000015258789,21.56723403930664,4510300
2023-02-10,22.049999237060547,22.360000610351562,21.639999389648438,21.649999618530273,20.901100158691406,4264900
2023-02-13,21.639999389648438,22.09000015258789,21.25,22.030000686645508,21.267959594726562,3910900
2023-02-14,21.850000381469727,22.219999313354492,21.600000381469727,22.110000610351562,21.345191955566406,4534600
2023-02-15,21.899999618530273,22.34000015258789,21.649999618530273,22.260000228881836,21.490001678466797,5049500
2023-02-16,21.8700008392334,22.59000015258789,21.670000076293945,21.969999313354492,21.210031509399414,3432800
2023-02-17,21.770000457763672,21.93000030517578,21.329999923706055,21.790000915527344,21.0362606048584,2813900
2023-02-21,21.389999389648438,21.450000762939453,19.979999542236328,19.979999542236328,19.288867950439453,4173900
2023-02-22,19.920000076293945,20.260000228881836,19.649999618530273,19.719999313354492,19.03786277770996,4458300
2023-02-23,19.700000762939453,19.8700008392334,19.549999237060547,19.770000457763672,19.08613395690918,4664900
2023-02-24,19.3799991607666,19.40999984741211,18.829999923706055,19.200000762939453,18.535850524902344,3931000
2023-02-27,19.440000534057617,19.760000228881836,19.280000686645508,19.3700008392334,18.699970245361328,6258200
2023-02-28,19.389999389648438,19.68000030517578,19.219999313354492,19.479999542236328,18.806163787841797,6839900
2023-03-01,19.18000030517578,19.790000915527344,18.8700008392334,19.0,18.342769622802734,6316500
2023-03-02,19.290000915527344,19.81999969482422,19.079999923706055,19.329999923706055,18.661354064941406,8796000
2023-03-03,19.93000030517578,20.229999542236328,19.209999084472656,19.799999237060547,19.115093231201172,10226600
2023-03-06,19.90999984741211,20.100000381469727,19.6299991607666,19.6299991607666,18.950973510742188,6902000
2023-03-07,19.670000076293945,19.950000762939453,19.209999084472656,19.530000686645508,18.85443687438965,4357300
2023-03-08,20.0,20.0,19.139999389648438,19.489999771118164,18.815818786621094,4845800
2023-03-09,19.469999313354492,19.59000015258789,18.809999465942383,18.84000015258789,18.188302993774414,4351100
2023-03-10,18.729999542236328,18.81999969482422,17.950000762939453,18.239999771118164,17.609058380126953,4379300
2023-03-13,17.559999465942383,17.670000076293945,16.829999923706055,16.8700008392334,16.457883834838867,6244900
2023-03-14,17.450000762939453,17.59000015258789,16.479999542236328,16.600000381469727,16.19447898864746,5128600
2023-03-15,16.190000534057617,17.399999618530273,15.760000228881836,17.239999771118164,16.818845748901367,7524100
2023-03-16,16.84000015258789,17.489999771118164,16.65999984741211,17.200000762939453,16.779823303222656,5361700
2023-03-17,17.219999313354492,17.219999313354492,16.489999771118164,16.559999465942383,16.15545654296875,5091800
2023-03-20,16.559999465942383,16.790000915527344,15.890000343322754,16.100000381469727,15.706694602966309,5244600
2023-03-21,16.299999237060547,16.93000030517578,16.299999237060547,16.440000534057617,16.038389205932617,3758900
2023-03-22,16.549999237060547,16.950000762939453,16.110000610351562,16.1200008392334,15.726207733154297,5410900
2023-03-23,16.25,16.34000015258789,15.119999885559082,15.369999885559082,14.994527816772461,8069600
2023-03-24,15.140000343322754,15.630000114440918,14.90999984741211,15.399999618530273,15.023794174194336,6383100
2023-03-27,15.600000381469727,15.630000114440918,15.020000457763672,15.380000114440918,15.004283905029297,4647700
2023-03-28,15.449999809265137,15.880000114440918,15.369999885559082,15.529999732971191,15.150618553161621,4754600
2023-03-29,15.609999656677246,15.800000190734863,15.239999771118164,15.619999885559082,15.238420486450195,4368900
2023-03-30,15.989999771118164,16.350000381469727,15.5,15.569999694824219,15.189641952514648,4115100
2023-03-31,15.640000343322754,16.280000686645508,15.470000267028809,16.270000457763672,15.872543334960938,3922900
2023-04-03,16.459999084472656,16.809999465942383,16.190000534057617,16.540000915527344,16.135948181152344,4059800
2023-04-04,16.709999084472656,16.790000915527344,15.949999809265137,16.290000915527344,15.892053604125977,4315900
2023-04-05,16.030000686645508,16.09000015258789,15.630000114440918,15.979999542236328,15.58962631225586,3465200
2023-04-06,15.970000267028809,16.229999542236328,15.75,16.079999923706055,15.687183380126953,3068000
2023-04-10,16.079999923706055,16.700000762939453,16.030000686645508,16.639999389648438,16.233503341674805,4730900
2023-04-11,16.790000915527344,17.139999389648438,16.649999618530273,16.799999237060547,16.38959503173828,5173700
2023-04-12,16.920000076293945,16.979999542236328,15.729999542236328,15.789999961853027,15.404268264770508,6977800
2023-04-13,15.899999618530273,16.639999389648438,15.800000190734863,16.34000015258789,15.940831184387207,7547500
2023-04-14,16.440000534057617,16.75,15.989999771118164,16.280000686645508,15.88229751586914,4301300
2023-04-17,16.31999969482422,17.649999618530273,16.170000076293945,17.0,16.58470916748047,8001300
2023-04-18,17.1299991607666,17.5,16.889999389648438,17.09000015258789,16.672510147094727,4447200
2023-04-19,16.950000762939453,17.1299991607666,16.8799991607666,17.059999465942383,16.64324188232422,3537600
2023-04-20,16.809999465942383,16.920000076293945,16.3700008392334,16.549999237060547,16.145700454711914,4345100
2023-04-21,16.559999465942383,16.6200008392334,16.15999984741211,16.170000076293945,15.774985313415527,3637700
2023-04-24,16.1200008392334,16.329999923706055,15.850000381469727,16.239999771118164,15.843274116516113,4306200
2023-04-25,15.979999542236328,16.079999923706055,15.15999984741211,15.210000038146973,14.838436126708984,7022900
2023-04-26,15.279999732971191,15.640000343322754,15.220000267028809,15.369999885559082,14.994527816772461,3895000
2023-04-27,15.489999771118164,15.5600004196167,15.239999771118164,15.380000114440918,15.004283905029297,3023800
