Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,40.630001068115234,40.880001068115234,40.02000045776367,40.25,39.009437561035156,1264600
2023-01-04,40.349998474121094,40.88999938964844,40.34000015258789,40.59000015258789,39.338958740234375,1152100
2023-01-05,40.75,40.95000076293945,40.40999984741211,40.88999938964844,39.62971115112305,1191800
2023-01-06,41.47999954223633,41.81999969482422,41.04999923706055,41.13999938964844,39.872005462646484,1669800
2023-01-09,40.90999984741211,41.130001068115234,40.130001068115234,40.31999969482422,39.077274322509766,1032400
2023-01-10,40.7599983215332,41.0099983215332,40.33000183105469,40.97999954223633,39.71693801879883,811700
2023-01-11,41.02000045776367,41.099998474121094,40.630001068115234,40.7400016784668,39.48433303833008,949400
2023-01-12,40.900001525878906,41.43000030517578,40.7599983215332,41.13999938964844,39.872005462646484,970900
2023-01-13,41.08000183105469,41.459999084472656,40.77000045776367,41.369998931884766,40.09491729736328,629700
2023-01-17,41.38999938964844,41.38999938964844,40.83000183105469,41.119998931884766,39.852622985839844,1053700
2023-01-18,40.90999984741211,40.91999816894531,39.81999969482422,39.869998931884766,38.64114761352539,1495600
2023-01-19,39.61000061035156,39.88999938964844,39.290000915527344,39.79999923706055,38.573307037353516,1110000
2023-01-20,40.06999969482422,40.459999084472656,39.61000061035156,40.29999923706055,39.057891845703125,1240000
2023-01-23,40.310001373291016,40.81999969482422,40.25,40.68000030517578,39.42618179321289,711800
2023-01-24,40.81999969482422,41.290000915527344,40.16999816894531,41.16999816894531,39.90107727050781,801700
2023-01-25,40.93000030517578,41.54999923706055,40.849998474121094,41.459999084472656,40.1821403503418,943300
2023-01-26,41.279998779296875,41.63999938964844,41.06999969482422,41.599998474121094,40.64130783081055,936400
2023-01-27,41.560001373291016,41.790000915527344,41.369998931884766,41.560001373291016,40.602237701416016,912200
2023-01-30,41.369998931884766,41.72999954223633,41.029998779296875,41.099998474121094,40.15283203125,1222000
2023-01-31,41.060001373291016,42.29999923706055,40.560001373291016,42.029998779296875,41.0614013671875,4159600
2023-02-01,41.630001068115234,43.560001373291016,41.459999084472656,43.29999923706055,42.30213165283203,3193900
2023-02-02,43.29999923706055,43.29999923706055,40.130001068115234,40.939998626708984,39.996517181396484,2359700
2023-02-03,41.43000030517578,42.34000015258789,41.25,41.54999923706055,40.59246063232422,2118200
2023-02-06,41.68000030517578,42.529998779296875,41.560001373291016,42.349998474121094,41.3740234375,1567900
2023-02-07,42.18000030517578,42.83000183105469,41.900001525878906,42.779998779296875,41.79411697387695,1546700
2023-02-08,42.599998474121094,42.88999938964844,42.38999938964844,42.599998474121094,41.61826705932617,1581300
2023-02-09,42.79999923706055,42.79999923706055,41.279998779296875,41.31999969482422,40.36776351928711,1562300
2023-02-10,41.380001068115234,42.56999969482422,41.380001068115234,42.459999084472656,41.48149108886719,1483800
2023-02-13,42.41999816894531,42.779998779296875,42.2599983215332,42.7599983215332,41.77457809448242,1253700
2023-02-14,42.61000061035156,43.130001068115234,42.47999954223633,42.63999938964844,41.65734100341797,1043100
2023-02-15,42.5,42.56999969482422,42.25,42.41999816894531,41.44240951538086,1088500
2023-02-16,42.349998474121094,43.2599983215332,42.20000076293945,42.81999969482422,41.83319854736328,1159300
2023-02-17,42.90999984741211,42.9900016784668,42.4900016784668,42.810001373291016,41.82342529296875,1913400
2023-02-21,42.779998779296875,42.79999923706055,41.83000183105469,42.15999984741211,41.18840408325195,1505600
2023-02-22,42.029998779296875,42.34000015258789,41.84000015258789,42.04999923706055,41.08094024658203,1987600
2023-02-23,43.099998474121094,44.869998931884766,43.099998474121094,43.90999984741211,42.898075103759766,2413900
2023-02-24,44.13999938964844,44.689998626708984,43.779998779296875,44.63999938964844,43.61125183105469,1977600
2023-02-27,44.650001525878906,45.099998474121094,44.2400016784668,44.2599983215332,43.24000930786133,1565200
2023-02-28,44.5,44.880001068115234,44.369998931884766,44.54999923706055,43.5233268737793,2013500
2023-03-01,44.540000915527344,45.66999816894531,44.400001525878906,45.56999969482422,44.51981735229492,2310500
2023-03-02,45.290000915527344,45.380001068115234,44.279998779296875,44.970001220703125,43.933650970458984,1657600
2023-03-03,44.75,45.45000076293945,44.45000076293945,45.40999984741211,44.36350631713867,1542500
2023-03-06,45.09000015258789,45.52000045776367,44.869998931884766,45.08000183105469,44.041114807128906,1792400
2023-03-07,45.470001220703125,45.97999954223633,44.83000183105469,45.189998626708984,44.14857482910156,1331400
2023-03-08,45.25,45.36000061035156,43.709999084472656,44.0,42.986000061035156,1778600
2023-03-09,44.06999969482422,44.220001220703125,42.400001525878906,42.47999954223633,41.50102996826172,1246300
